Total Records Added 957 
#.,ID
0,13728027
1,13563822
2,2126509
3,13561902
4,13561590
5,13725521
6,534127456
7,13561331
8,13561303
9,534126789
10,534125734
11,2126153
12,534124513
13,13540828
14,13704704
15,13690952
16,13690709
17,13682955
18,13519025
19,2116239
20,2116188
21,533834231
22,533833658
23,533833011
24,533832165
25,533815912
26,533815117
27,533814524
28,13648926
29,533813961
30,13648786
31,13485582
32,13485381
33,13479924
34,13642642
35,533783900
36,533783398
37,533782114
38,13640412
39,533781495
40,13477442
41,13477264
42,13477101
43,13474388
44,13474234
45,13473440
46,533762377
47,13635282
48,13635188
49,2105351
50,13472189
51,533760840
52,533760016
53,533758932
54,533754385
55,533753477
56,533744708
57,533744331
58,533743973
59,533743540
60,2104252
61,13630084
62,13467046
63,13466719
64,2104004
65,13628876
66,13465378
67,13465262
68,13627560
69,533733252
70,2103644
71,533732748
72,533731103
73,533730726
74,533730338
75,533729961
76,533724835
77,13623272
78,13460881
79,533701966
80,533701741
81,533701178
82,533700885
83,13456504
84,533700101
85,2101646
86,533699693
87,13456217
88,533699014
89,13456116
90,533698600
91,533697496
92,13615771
93,533689356
94,533689117
95,13453598
96,533688803
97,13615192
98,533688278
99,13614949
100,533687024
101,13614555
102,13452669
103,13614296
104,533684760
105,13452398
106,13451109
107,13450968
108,13450867
109,13450657
110,13611359
111,13449486
112,13449348
113,13610876
114,2099682
115,13448072
116,13447971
117,13447860
118,2099240
119,13608050
120,13607930
121,2099157
122,13443347
123,2098460
124,13604500
125,13604418
126,533643920
127,533642943
128,533642434
129,533641914
130,533619995
131,533619499
132,533618985
133,533618416
134,533611766
135,533611306
136,533610495
137,533609947
138,533586752
139,533585610
140,13426874
141,13587383
142,13426674
143,533583696
144,2094516
145,533579014
146,533574037
147,533573559
148,13584422
149,2093850
150,13583457
151,13583367
152,13583303
153,2093605
154,13412913
155,13412666
156,13412560
157,13412410
158,13572119
159,13571994
160,2091011
161,13571731
162,533492557
163,533491630
164,533490971
165,533490185
166,533411614
167,533411076
168,533410334
169,533409768
170,533322349
171,533321866
172,533321300
173,533320591
174,13323496
175,13323410
176,13323344
177,13477855
178,531138215
179,531137265
180,531136507
181,531135589
182,530273560
183,12484183
184,12483949
185,12388751
186,12219567
187,12387976
188,12387796
189,12387629
190,529530376
191,529529658
192,529528964
193,529527700
194,12349835
195,12349674
196,12182024
197,12181826
198,12348813
199,12181118
